Shrek Forever After,Ação & Aventura,XPEC,Activision,18 de maio de 2010,18 de junho de 2010,Não lançado,22 de novembro de 2013
Shrek the Third,Ação & Aventura,7 Studios,Activision,15 de maio de 2007,22 de junho de 2007,Não lançado,22 de novembro de 2013
Silent Hill HD Collection,Survival Horror,Konami,Konami,20 de março de 2012,29 de março de 2012,29 de março de 2012,22 de novembro de 2013
Silent Hill: Downpour,Survival Horror,Vatra Games,Konami,13 de maio de 2012,30 de maio de 2012,Não lançado,22 de novembro de 2013
Silent Hill: Homecoming,Survival Horror,Konami,Konami,30 de setembro de 2008,27 de fevereiro de 2009,Não lançado,22 de novembro de 2013
Singularity,Tiro em primeira pessoa,Raven Software,Activision,29 de junho de 2010,25 de junho de 2010,Não lançado,22 de novembro de 2013
Skate.,Esportes,EA Canada,Electronic Arts,14 de setembro de 2007,28 de setembro de 2007,13 de março de 2008,22 de novembro de 2013
Skate 2,Esportes,EA Canada,Electronic Arts,21 de janeiro de 2009,23 de janeiro de 2009,23 de janeiro de 2009,22 de novembro de 2013
Skate 3,Esportes,EA Canada,Electronic Arts,11 de maio de 2010,14 de maio de 2010,Não lançado,22 de novembro de 2013
Ski-Doo: Snowmobile Challenge,"Esportes, Corria",Coldwood Interactive,Crave Entertainment,24 de março de 2009,24 de março de 2009,Não lançado,22 de novembro de 2013
Skylanders: Giants,Plataforma,Toys for Bob,Activision,21 de outubro de 2012,19 de outubro de 2012,Não lançado,22 de novembro de 2013
Skylanders: Imaginators,Plataforma,Toys for Bob,Activision,16 de outubro de 2016,16 de outubro de 2016,Não lançado,22 de novembro de 2013
Skylanders: Spyro's Adventure,Plataforma,Toys for Bob,Activision,16 de outubro de 2011,14 de outubro de 2011,Não lançado,22 de novembro de 2013
Skylanders: SuperChargers,Plataforma,Beenox,Activision,20 de setembro de 2015,25 de setembro de 2015,Não lançado,22 de novembro de 2013
Skylanders: Swap Force,Plataforma,Vicarious Visions,Activision,13 de outubro de 2013,18 de outubro de 2013,Não lançado,22 de novembro de 2013
Skylanders: Trap Team,Plataforma,Vicarious Visions,Activision,5 de outubro de 2014,5 de outubro de 2014,Não lançado,22 de novembro de 2013
Sleeping Dogs,"Ação, Mundo aberto",United Front Games,Square Enix,14 de agosto de 2012,17 de agosto de 2012,Não lançado,22 de novembro de 2013
Smash Court Tennis 3,Esportes,Namco Bandai Games,Namco Bandai Games,19 de agosto de 2008,29 de agosto de 2008,13 de dezembro de 2007,22 de novembro de 2013
Sneak King,"Stealth, Ação",Blitz Games,King Games,19 de novembro de 2006,19 de novembro de 2006,Não lançado,22 de novembro de 2013
Sniper Elite III,"Tactical shooter, stealth",Rebellion Developments,505 Games,1 de julho de 2014,27 de junho de 2014,Não lançado,22 de novembro de 2013
Sniper Elite V2,"Tactical shooter, stealth",Rebellion Developments,505 Games,2 de maio de 2012,4 de maio de 2013,Não lançado,22 de novembro de 2013
Sniper: Ghost Warrior,Tiro em primeira pessoa,City Interactive,City Interactive,29 de junho de 2010,24 de junho de 2010,Não lançado,22 de novembro de 2013
Sniper: Ghost Warrior 2,Tiro em primeira pessoa,City Interactive,City Interactive,12 de março de 2013,15 de março de 2013,Não lançado,22 de novembro de 2013
Snipers,Tiro em primeira pessoa,Mighty Rocket Studio,Bigben Interactive,24 de fevereiro de 2012,24 de fevereiro de 2012,Não lançado,Não lançado
Soldier of Fortune: Payback,Tiro em primeira pessoa,Activision,Activision,13 de novembro de 2007,7 de dezembro de 2007,Não lançado,22 de novembro de 2013
Sonic & All-Stars Racing Transformed,Corrida,Sumo Digital,Sega,20 de novembro de 2012,16 de novembro de 2012,22 de novembro de 2012,22 de novembro de 2013
Sonic & Sega All-Stars Racing,Corrida,Sumo Digital,Sega,23 de fevereiro de 2010,26 de fevereiro de 2010,25 de fevereiro de 2010,22 de novembro de 2013
Sonic Generations,"Plataforma, Ação e aventura",Sonic Team,Sega,1 de novembro de 2011,3 de novembro de 2011,1 de dezembro de 2011,22 de novembro de 2013
Sonic the Hedgehog,Plataforma,Sonic Team,Sega,14 de novembro de 2006,24 de novembro de 2006,21 de dezembro de 2006,22 de novembro de 2013
Sonic Unleashed[nota 59],"Plataforma, Ação",Sonic Team,Sega,18 de novembro de 2008,28 de novembro de 2008,19 de fevereiro de 2009,22 de novembro de 2013
Sonic's Ultimate Genesis Collection[nota 60],Compilação,Backbone Entertainment,Sega,10 de fevereiro de 2009,26 de fevereiro de 2009,Não lançado,22 de novembro de 2013
Soulcalibur IV,Luta,Namco Bandai Games,Namco Bandai Games,29 de julho de 2008,31 de julho de 2008,31 de julho de 2008,22 de novembro de 2013
Soulcalibur V,Luta,Namco Bandai Games,Namco Bandai Games,31 de janeiro de 2012,3 de fevereiro de 2012,31 de janeiro de 2012,22 de novembro de 2013
South Park: The Stick of Truth,RPG eletrônico,Obsidian Entertainment,Ubisoft,4 de março de 2014,7 de março de 2014,6 de março de 2014,22 de novembro de 2013
Space Chimps,"Plataforma, Aventura",Redtribe,Brash Entertainment,15 de julho de 2008,1 de agosto de 2008,Não lançado,22 de novembro de 2013
Spec Ops: The Line,"Tiro em terceira pessoa, Tiro tático",Yager,2K Games,26 de junho de 2012,29 de junho de 2012,Não lançado,22 de novembro de 2013
Spectral Force 3: Innocent Rage,RPG Tático,Idea Factory,Idea Factory,29 de julho de 2008,29 de julho de 2008,11 de agosto de 2006,22 de novembro de 2013
Spider-Man 3,"Ação, Mundo aberto",Treyarch,Activision,4 de maio de 2007,4 de maio de 2007,Não lançado,22 de novembro de 2013
Spider-Man: Edge of Time,"Ação & Aventura, Mundo aberto",Beenox,Activision,4 de outubro de 2011,14 de outubro de 2011,Não lançado,22 de novembro de 2013
Spider-Man: Friend or Foe,"Ação & Aventura, Beat 'em up",Next Level Games,Activision,2 de outubro de 2007,12 de outubro de 2007,Não lançado,22 de novembro de 2013
Spider-Man: Shattered Dimensions,"Ação & Aventura, Plataforma, Stealth",Beenox,Activision,7 de setembro de 2010,10 de setembro de 2010,Não lançado,22 de novembro de 2013
Spider-Man: Web of Shadows,"Ação & Aventura, Beat 'em up, Plataforma",Shaba Games,Activision,21 de outubro de 2008,24 de outubro de 2008,Não lançado,22 de novembro de 2013
Splatterhouse,"Beat 'em up, Survival Horror",BottleRocket Entertainment,Namco Bandai Games,23 de novembro de 2010,26 de novembro de 2010,Não lançado,22 de novembro de 2013
Split/Second,Corrida,Black Rock Studio,Disney Interactive Studios,18 de maio de 2010,21 de maio de 2010,Não lançado,22 de novembro de 2013
SpongeBob HeroPants,"Ação & Aventura, Plataforma",Behaviour Interactive,Activision,3 de fevereiro de 2015,26 de março de 2015,Não lançado,22 de novembro de 2013
SpongeBob SquarePants: Plankton's Robotic Revenge,"Ação & Aventura, Plataforma, Tiro em terceira pessoa",Behaviour Interactive,Activision,22 de outubro de 2013,11 de outubro de 2013,Não lançado,22 de novembro de 2013
SpongeBob's Truth or Square,Ação,Heavy Iron Studios,THQ,26 de outubro de 2009,13 de novembro de 2009,janeiro de 2010,22 de novembro de 2013
SSX[nota 61],Esportes,EA Canada,Electronic Arts,28 de fevereiro de 2012,2 de março de 2012,15 de março de 2012,22 de novembro de 2013
Star Ocean: The Last Hope,RPG de ação,tri-Ace,Square Enix,23 de fevereiro de 2009,5 de junho de 2009,19 de fevereiro de 2009,22 de novembro de 2013
Star Trek,Ação,Digital Extremes,"Namco Bandai Games, Paramount Digital Entertainment",23 de abril de 2013,26 de abril de 2013,Não lançado,22 de novembro de 2013
Star Trek: Legacy,"RTS, Ação e aventura",Mad Doc Software,Bethesda Softworks,14 de dezembro de 2006,22 de dezembro de 2006,Não lançado,22 de novembro de 2013
Star Wars: The Clone Wars – Republic Heroes,Ação & Aventura,Krome Studios,LucasArts,6 de outubro de 2009,6 de outubro de 2009,Não lançado,22 de novembro de 2013
Star Wars: The Force Unleashed,Hack and slash,LucasArts,LucasArts,16 de setembro de 2008,19 de setembro de 2008,Não lançado,22 de novembro de 2013
Star Wars: The Force Unleashed II,Ação,LucasArts,LucasArts,26 de outubro de 2010,31 de dezembro de 2010,Não lançado,22 de novembro de 2013
Steins;Gate,"Romance visual, Aventura","5pb., Nitroplus",5pb.,Não lançado,Não lançado,15 de outubro de 2009,22 de novembro de 2013
Steins;Gate Double Pack[nota 62],"Romance visual, Aventura","5pb., Nitroplus",5pb.,Não lançado,Não lançado,16 de junho de 2011,22 de novembro de 2013
Steins;Gate: Hiyoku Renri no Darling,"Romance visual, Aventura","5pb., Nitroplus",5pb.,Não lançado,Não lançado,16 de junho de 2011,22 de novembro de 2013
Stoked,Esportes,Bongfish,Destineer,20 de janeiro de 2009,2 de outubro de 2009,Não lançado,22 de novembro de 2013
Stormrise,RTT,The Creative Assembly,Sega,24 de março de 2009,27 de março de 2009,Não lançado,22 de novembro de 2013
Stranglehold,"Tiro em terceira pessoa, Ação",Midway Games,"Midway Games, SuccessJP",5 de setembro de 2007,14 de setembro de 2007,22 de maio de 2008,22 de novembro de 2013
Street Fighter IV,Luta,Dimps,Capcom,17 de fevereiro de 2009,20 de fevereiro de 2009,12 de fevereiro de 2009,22 de novembro de 2013
Ultra Street Fighter IV,Luta,Capcom,Capcom,5 de agosto de 2014,5 de agosto de 2014,5 de agosto de 2014,22 de novembro de 2013
Street Fighter X Tekken,Luta,Capcom,Capcom,6 de março de 2012,9 de março de 2012,8 de março de 2012,22 de novembro de 2013
Strike Witches: Shirogane no Tsubasa,Romance visual,CyberFront,CyberFront,Não lançado,Não lançado,29 de julho de 2010,22 de novembro de 2013
Stuntman: Ignition,Corrida & Ação,Paradigm Entertainment,THQ,28 de agosto de 2007,31 de agosto de 2007,13 de dezembro de 2007,22 de novembro de 2013
Summer Athletics 2009,Esportes,49Games,DTP Entertainment,Não lançado,Não lançado,Não lançado,22 de novembro de 2013
Summer Athletics: The Ultimate Challenge,Esportes,49Games,DTP Entertainment,29 de julho de 2008,15 de agosto de 2008,Não lançado,22 de novembro de 2013
Summer Challenge: Athletics Tournament,Esportes,Sproing Interactive,RTL Entertainment,18 de março de 2012,14 de fevereiro de 2012,Não lançado,Não lançado
Super Robot Wars XO,RPG Tático,Namco Bandai Games,Namco Bandai Games,Não lançado,Não lançado,30 de novembro de 2006,22 de novembro de 2013
Super Street Fighter IV,Luta,Dimps,Capcom,27 de abril de 2010,30 de abril de 2010,28 de abril de 2010,22 de novembro de 2013
Super Street Fighter IV: Arcade Edition,Luta,"Dimps, Capcom",Capcom,7 de junho de 2011,7 de junho de 2011,7 de junho de 2011,7 de junho de 2011
Superman Returns,Ação,EA Tiburon,Electronic Arts,20 de novembro de 2006,24 de novembro de 2006,Não lançado,22 de novembro de 2013
Superstars V8 Next Challenge,Corrida,Milestone,Black Bean Games,Não lançado,Não lançado,Não lançado,22 de novembro de 2013
Superstars V8 Racing,Corrida,Milestone,Black Bean Games,Não lançado,Não lançado,Não lançado,22 de novembro de 2013
Supremacy MMA,Esportes,Kung Fu Factory,505 Games,20 de setembro de 2011,23 de setembro de 2011,Não lançado,22 de novembro de 2013
Supreme Commander,RTS,Hellbent Games,Aspyr,23 de junho de 2008,12 de setembro de 2008,Não lançado,22 de novembro de 2013
Supreme Commander 2,RTS,Wargaming Seattle,Square Enix,16 de março de 2010,19 de março de 2010,Não lançado,22 de novembro de 2013
Surf's Up,Esportes,Ubisoft,Ubisoft,29 de maio de 2007,3 de agosto de 2007,Não lançado,22 de novembro de 2013
Syndicate,Tiro em primeira pessoa,Starbreeze Studios,Electronic Arts,21 de fevereiro de 2012,24 de fevereiro de 2012,Não lançado,22 de novembro de 2013
Tales of Vesperia,RPG eletrônico,Namco Tales Studio,Namco Bandai Games,26 de agosto de 2008,26 de junho de 2009,7 de agosto de 2008,22 de novembro de 2013
Teenage Mutant Ninja Turtles,Beat 'em up,Magic Pockets,Activision,22 de outubro de 2013,25 de outubro de 2013,Não lançado,22 de novembro de 2013
Teenage Mutant Ninja Turtles: Danger of the Ooze,Beat 'em up,WayForward Technologies,Activision,28 de outubro de 2014,1 de novembro de 2014,Não lançado,22 de novembro de 2013
Tekken 6,"Luta, Beat 'em up",Namco Bandai Games,Namco Bandai Games,27 de outubro de 2009,30 de outubro de 2009,29 de outubro de 2009,22 de novembro de 2013
Tekken Tag Tournament 2,"Luta, Beat 'em up",Namco Bandai Games,Namco Bandai Games,11 de setembro de 2012,30 de novembro de 2012,29 de outubro de 2012,22 de novembro de 2013
Tenchu Z[nota 63],Stealth,K2 Interactive,Microsoft Game Studios,12 de junho de 2007,29 de junho de 2007,5 de outubro de 2006,22 de novembro de 2013
Tengai Makyou Ziria: Haruka naru Jipang,RPG eletrônico,Hudson Soft,Hudson Soft,Não lançado,Não lançado,23 de março de 2006,22 de novembro de 2013
Terminator Salvation,Tiro em terceira pessoa,Grin,"Equity, Evolved Games",19 de maio de 2009,29 de maio de 2009,Não lançado,22 de novembro de 2013
Terraria Collector's Edition,Ação & Aventura,"Re-Logic, Engine Software",505 Games,27 de março de 2013,27 de março de 2013,27 de março de 2013,22 de novembro de 2013
Test Drive Unlimited,Corrida,Eden Games,Atari,5 de setembro de 2006,8 de setembro de 2006,26 de abril de 2007,22 de novembro de 2013
Test Drive Unlimited 2,"Corrida, Mundo aberto",Eden Games,Atari,8 de fevereiro de 2011,11 de fevereiro de 2011,30 de junho de 2011,22 de novembro de 2013
Test Drive: Ferrari Racing Legends,Corrida,"Evolved Games, Slightly Mad Studios",Atari,3 de julho de 2012,15 de agosto de 2012,Não lançado,22 de novembro de 2013
Tetris Evolution,Puzzle,Mass Media,THQ,19 de março de 2007,27 de abril de 2007,Não lançado,22 de novembro de 2013
The Adventures of Tintin: The Secret of the Unicorn,Ação & Aventura,Ubisoft Montpellier,Ubisoft,6 de dezembro de 2011,21 de outubro de 2011,Não lançado,1 de dezembro de 2011
The Amazing Spider-Man,Ação & Aventura,Beenox,Activision,26 de junho de 2012,29 de junho de 2012,Não lançado,27 de junho de 2012
The Amazing Spider-Man 2,Ação & Aventura,Beenox,Activision,29 de abril de 2014,2 de maio de 2014,Não lançado,7 de maio de 2014
The Beatles: Rock Band,Música,Harmonix,MTV Games,9 de setembro de 2009,9 de setembro de 2009,Não lançado,9 de setembro de 2009
The Biggest Loser: Ultimate Workout,Fitness,Blitz Games Studios,THQ,4 de novembro de 2010,10 de novembro de 2010,18 de novembro de 2010,TBA
The Bigs 2,Esportes,Blue Castle Games,2K Sports,7 de julho de 2009,17 de julho de 2009,Não lançado,17 de julho de 2009
The Bigs,Esportes,Blue Castle Games,2K Sports,25 de junho de 2007,Não lançado,Não lançado,Não lançado
The Black Eyed Peas Experience,Música,iNiS,Ubisoft,8 de novembro de 2011,11 de novembro de 2011,10 de novembro de 2011,TBA
The Bureau: XCOM Declassified,Tiro tático,"2K Marin, 2K Australia, 2K China",2K Games,20 de agosto de 2013,23 de agosto de 2013,Não lançado,23 de agosto de 2013
The Chronicles of Narnia: Prince Caspian,Ação & Aventura,Traveller's Tales,Disney Interactive Studios,15 de maio de 2008,20 de junho de 2008,Não lançado,22 de novembro de 2013
The Chronicles of Riddick: Assault on Dark Athena,"Tiro em primeira pessoa, Ação e aventura, Stealth",Starbreeze Studios,Atari,7 de abril de 2009,24 de abril de 2009,Não lançado,22 de novembro de 2013
The Club,Tiro em terceira pessoa,Bizarre Creations,Sega,19 de fevereiro de 2008,8 de fevereiro de 2008,Não lançado,22 de novembro de 2013
The Conveni 200X,Simulação,Hamster Corporation,Masterpiece,Não lançado,Não lançado,30 de março de 2006,22 de novembro de 2013
The Crew,Corrida,"Ivory Tower, Ubisoft Reflections, Asobo Studio",Ubisoft,2 de dezembro de 2014,2 de dezembro de 2014,4 de dezembro de 2014,22 de novembro de 2013
The Cursed Crusade,"Ação & Aventura, Tiro em terceira pessoa",Kylotonn,Atlus,25 de outubro de 2011,11 de outubro de 2011,Não lançado,22 de novembro de 2013
The Darkness,"Tiro em primeira pessoa, Survival Horror",Starbreeze Studios,2K Games,25 de junho de 2007,29 de junho de 2007,15 de maio de 2008,22 de novembro de 2013
The Darkness II,Tiro em primeira pessoa,"Digital Extremes, Top Cow Productions",2K Games,7 de fevereiro de 2012,10 de fevereiro de 2012,23 de fevereiro de 2012,22 de novembro de 2013
The Elder Scrolls IV: Oblivion[nota 64][nota 65],"RPG de ação, Mundo aberto",Bethesda Game Studios,2K Games,20 de março de 2006,24 de março de 2006,26 de julho de 2007,22 de novembro de 2013
The Elder Scrolls IV: Shivering Isles[nota 66],"RPG de ação, Mundo aberto",Bethesda Game Studios,Bethesda Softworks,16 de outubro de 2007,23 de novembro de 2007,Não lançado,22 de novembro de 2013
The Elder Scrolls V: Skyrim,"RPG de ação, Mundo aberto",Bethesda Game Studios,Bethesda Softworks,11 de novembro de 2011,11 de novembro de 2011,8 de dezembro de 2011,22 de novembro de 2013
The Evil Within,"Survival horror, Tiro em terceira pessoa",Tango Gameworks,Bethesda Softworks,14 de outubro de 2014,14 de outubro de 2014,23 de outubro de 2014,22 de novembro de 2013
The First Templar,Ação & Aventura,Haemimont Games,Kalypso Media,26 de abril de 2011,26 de abril de 2011,26 de abril de 2011,22 de novembro de 2013
The Godfather II,"Ação & Aventura, Mundo aberto",EA Redwood Shores,Electronic Arts,7 de abril de 2009,9 de abril de 2009,16 de abril de 2009,22 de novembro de 2013
The Godfather: The Game,Ação & Aventura,EA Redwood Shores,Electronic Arts,19 de setembro de 2006,22 de setembro de 2006,25 de janeiro de 2007,22 de novembro de 2013
The Golden Compass,Ação & Aventura,Shiny Entertainment,Sega,4 de dezembro de 2007,30 de novembro de 2007,Não lançado,22 de novembro de 2013
The Gunstringer,"Tiro em terceira pessoa, Shoot 'em up",Twisted Pixel Games,Microsoft Studios,13 de setembro de 2011,16 de setembro de 2011,Não lançado,Não lançado
The Hip Hop Dance Experience,Dança,iNiS,Ubisoft,13 de novembro de 2012,13 de novembro de 2012,Não lançado,Não lançado
The History Channel: Battle for the Pacific,Tiro em primeira pessoa,Cauldron,Activision Value,30 de novembro de 2007,7 de março de 2008,Não lançado,22 de novembro de 2013
The History Channel: Civil War – A Nation Divided,Tiro em primeira pessoa,Cauldron,Activision Value,7 de novembro de 2006,7 de novembro de 2006,Não lançado,22 de novembro de 2013
The Idolmaster,"Música, Simulação",Namco Bandai Games,Namco Bandai Games,Não lançado,Não lançado,25 de janeiro de 2007,Não lançado
The Idolmaster 2,"Música, Simulação",Namco Bandai Games,Namco Bandai Games,Não lançado,Não lançado,24 de fevereiro de 2011,Não lançado
The Idolmaster Live For You!,"Música, Simulação",Namco Bandai Games,Namco Bandai Games,Não lançado,Não lançado,28 de fevereiro de 2008,Não lançado
The Incredible Hulk,"Ação, Mundo aberto",Edge of Reality,Sega,5 de junho de 2008,27 de junho de 2008,Não lançado,22 de novembro de 2013
The King of Fighters XII,Luta,SNK Playmore,SNK Playmore,24 de julho de 2009,25 de setembro de 2009,30 de julho de 2009,22 de novembro de 2013
The King of Fighters XIII,Luta,SNK Playmore,"Atlus, Rising Star GamesEU, SNK PlaymoreJP",22 de novembro de 2011,25 de novembro de 2011,1 de dezembro de 2011,22 de novembro de 2013
The Last Remnant,RPG eletrônico,Square Enix,Square Enix,20 de novembro de 2008,21 de novembro de 2008,20 de novembro de 2008,22 de novembro de 2013
The Legend of Spyro: Dawn of the Dragon,Ação,Étranges Libellules,Activision,21 de outubro de 2008,21 de novembro de 2008,Não lançado,22 de novembro de 2013
The LEGO Movie Videogame,"Ação & Aventura, Plataforma",TT Games,Warner Bros. Interactive Entertainment,7 de fevereiro de 2014,14 de fevereiro de 2014,3 de abril de 2014,22 de novembro de 2013
The Lord of the Rings: Conquest,Ação,Pandemic Studios,Electronic Arts,13 de janeiro de 2009,9 de janeiro de 2009,9 de janeiro de 2009,22 de novembro de 2013
The Lord of the Rings: The Battle for Middle-earth II,RTS,DICE Los Angeles,Electronic Arts,5 de julho de 2006,14 de julho de 2006,Não lançado,22 de novembro de 2013
The Lord of the Rings: War in the North,RPG eletrônico,Snowblind Studios,Warner Bros. Interactive Entertainment,1 de novembro de 2011,9 de novembro de 2011,Não lançado,22 de novembro de 2013
The Orange Box[nota 67],"Tiro em primeira pessoa, Puzzle",Valve Corporation,Electronic Arts,9 de outubro de 2007,19 de outubro de 2007,22 de maio de 2008,22 de novembro de 2013
The Outfit,RPG Tático,Relic Entertainment,THQ,13 de março de 2006,17 de março de 2006,2 de novembro de 2006,22 de novembro de 2013
The Peanuts Movie: Snoopy's Grand Adventure,Plataforma,Beenox,Activision,3 de novembro de 2015,6 de novembro de 2015,3 de novembro de 2015,22 de novembro de 2013
The Price is Right: The Decades,"Game show, Skill",Ludia,Ubisoft,15 de novembro de 2011,18 de novembro de 2011,Não lançado,22 de novembro de 2013
The Saboteur,Ação & Aventura,Pandemic Studios,Electronic Arts,8 de dezembro de 2009,8 de dezembro de 2009,Não lançado,22 de novembro de 2013
The Simpsons Game,"Ação, Plataforma",Electronic Arts,Electronic Arts,30 de outubro de 2007,2 de novembro de 2007,Não lançado,22 de novembro de 2013
The Sims 3: Pets,Simulação,"Maxis, Edge of Reality",Electronic Arts,18 de outubro de 2011,21 de outubro de 2011,20 de outubro de 2011,22 de novembro de 2013
The Sims 3,Simulação,Maxis,Electronic Arts,26 de outubro de 2010,28 de outubro de 2010,18 de novembro de 2010,22 de novembro de 2013
The Smurfs 2,Plataforma,WayForward Technologies,Ubisoft,23 de julho de 2013,19 de julho de 2013,Não lançado,22 de novembro de 2013
The Spiderwick Chronicles,Ação & Aventura,Sierra Entertainment,Sierra Entertainment,5 de fevereiro de 2008,28 de março de 2008,Não lançado,22 de novembro de 2013
The Testament of Sherlock Holmes,RPG de ação,Frogwares,Focus Home Interactive,25 de setembro de 2013,20 de setembro de 2013,Não lançado,22 de novembro de 2013
The Walking Dead,Aventura gráfica,Telltale Games,Telltale Games,11 de dezembro de 2012,10 de maio de 2013,9 de maio de 2013,22 de novembro de 2013
The Walking Dead: Season Two,Aventura gráfica,Telltale Games,Telltale Games,14 de outubro de 2014,24 de outubro de 2014,31 de outubro de 2014,22 de novembro de 2013
The Walking Dead: Survival Instinct,Tiro em primeira pessoa,Terminal Reality,Activision,19 de março de 2013,22 de março de 2013,Não lançado,22 de novembro de 2013
The Witcher 2: Assassins of Kings,"RPG de ação, Hack and slash",CD Projekt Red,Warner Bros. Interactive Entertainment,17 de abril de 2012,17 de abril de 2012,17 de abril de 2012,22 de novembro de 2013
The Wolf Among Us,Aventura gráfica,Telltale Games,Telltale Games,4 de novembro de 2014,17 de outubro de 2014,Não lançado,22 de novembro de 2013
The Voice I Want You,Jogo em grupo,Activision,Activision,11 de outubro de 2014,11 de outubro de 2014,Não lançado,22 de novembro de 2013
Thief,"Ação & Aventura, Stealth",Eidos Montréal,Square Enix,25 de fevereiro de 2014,28 de fevereiro de 2014,27 de fevereiro de 2014,22 de novembro de 2013
Thor: God of Thunder,Ação,Liquid Entertainment,Sega,3 de maio de 2011,30 de abril de 2011,Não lançado,22 de novembro de 2013
Thrillville: Off the Rails,"RTS, Simulação, Jogo em grupo",Frontier Developments,LucasArts,16 de outubro de 2007,19 de outubro de 2007,Não lançado,22 de novembro de 2013
Tiger Woods PGA Tour 06,Esportes,EA Tiburon,EA Sports,22 de novembro de 2005[1],2 de dezembro de 2005,23 de fevereiro de 2006,Não lançado
Tiger Woods PGA Tour 07,Esportes,EA Tiburon,EA Sports,17 de outubro de 2006,27 de outubro de 2006,Não lançado,22 de novembro de 2013
Tiger Woods PGA Tour 08,Esportes,EA Tiburon,EA Sports,28 de agosto de 2007,31 de agosto de 2007,Não lançado,22 de novembro de 2013
Tiger Woods PGA Tour 09,Esportes,EA Tiburon,EA Sports,26 de agosto de 2008,29 de agosto de 2008,25 de setembro de 2008,22 de novembro de 2013
Tiger Woods PGA Tour 10,Esportes,EA Tiburon,EA Sports,8 de junho de 2009,3 de julho de 2009,Não lançado,22 de novembro de 2013
Tiger Woods PGA Tour 11,Esportes,EA Tiburon,EA Sports,8 de junho de 2010,2 de julho de 2010,Não lançado,22 de novembro de 2013
Tiger Woods PGA Tour 12: The Masters,Esportes,EA Tiburon,EA Sports,29 de março de 2011,1 de abril de 2011,Não lançado,22 de novembro de 2013
Tiger Woods PGA Tour 13,Esportes,EA Tiburon,EA Sports,27 de março de 2012,30 de março de 2012,Não lançado,22 de novembro de 2013
Tiger Woods PGA Tour 14,Esportes,EA Tiburon,EA Sports,26 de março de 2013,28 de março de 2013,Não lançado,22 de novembro de 2013
Time Leap,"Romance visual, Adulto",Frontwing,Prototype,Não lançado,25 de junho de 2009,25 de junho de 2009,22 de novembro de 2013
TimeShift,Tiro em primeira pessoa,Saber Interactive,Vivendi Games,30 de outubro de 2007,2 de novembro de 2007,Não lançado,22 de novembro de 2013
Titanfall,"Tiro em primeira pessoa, Mecha",Respawn Entertainment,Electronic Arts,25 de março de 2014,8 de abril de 2014,28 de março de 2014,22 de novembro de 2013
TMNT,Ação & Aventura,Ubisoft Quebec,Ubisoft,20 de março de 2007,23 de março de 2007,Não lançado,22 de novembro de 2013
TNA iMPACT!,Luta & Esporte,Midway Studios Los Angeles,Midway Games,9 de setembro de 2008,12 de setembro de 2008,Não lançado,22 de novembro de 2013
Tom Clancy's EndWar,RTT,Ubisoft Shanghai,Ubisoft,4 de novembro de 2008,7 de novembro de 2008,29 de janeiro de 2009,22 de novembro de 2013
Tom Clancy's Ghost Recon Advanced Warfighter,Tiro tático,Red Storm Entertainment,Ubisoft,9 de março de 2006,10 de março de 2006,29 de junho de 2006,22 de novembro de 2013
Tom Clancy's Ghost Recon Advanced Warfighter 2,Tiro tático,Red Storm Entertainment,Ubisoft,6 de março de 2007,9 de março de 2007,12 de julho de 2007,22 de novembro de 2013
Tom Clancy's Ghost Recon: Future Soldier,Tiro tático,Red Storm Entertainment,Ubisoft,22 de maio de 2012,24 de maio de 2012,4 de julho de 2012,22 de novembro de 2013
Tom Clancy's H.A.W.X,Simulador de combate aéreo,Ubisoft Bucharest,Ubisoft,5 de março de 2009,6 de março de 2009,23 de abril de 2009,22 de novembro de 2013
Tom Clancy's H.A.W.X 2,Simulador de combate aéreo,Ubisoft Bucharest,Ubisoft,7 de setembro de 2010,3 de setembro de 2010,7 de outubro de 2010,22 de novembro de 2013
Tom Clancy's Rainbow Six: Vegas,"Tiro em primeira pessoa, Tiro tático",Ubisoft Montreal,Ubisoft,20 de novembro de 2006,1 de dezembro de 2006,26 de abril de 2007,22 de novembro de 2013
Tom Clancy's Rainbow Six: Vegas 2,"Tiro em primeira pessoa, Tiro tático",Ubisoft Montreal,Ubisoft,18 de março de 2008,20 de março de 2008,24 de abril de 2008,22 de novembro de 2013
Tom Clancy's Splinter Cell: Blacklist,"Ação & Aventura, Stealth",Ubisoft Toronto,Ubisoft,20 de agosto de 2013,20 de agosto de 2013,23 de agosto de 2013,22 de novembro de 2013
Tom Clancy's Splinter Cell: Conviction,"Ação & Aventura, Stealth",Ubisoft Montreal,Ubisoft,13 de abril de 2010,16 de abril de 2010,28 de abril de 2010,22 de novembro de 2013
Tom Clancy's Splinter Cell: Double Agent,"Ação & Aventura, Stealth",Ubisoft Shanghai,Ubisoft,17 de outubro de 2006,20 de outubro de 2006,22 de fevereiro de 2007,22 de novembro de 2013
Tomb Raider,"Ação & Aventura, Plataforma",Crystal Dynamics,Square Enix,5 de março de 2013,5 de março de 2013,5 de março de 2013,22 de novembro de 2013
Tomb Raider: Anniversary,"Ação & Aventura, Plataforma",Crystal Dynamics,Eidos Interactive,23 de outubro de 2007,26 de outubro de 2007,27 de março de 2008,22 de novembro de 2013
Tomb Raider: Collection,"Ação & Aventura, Plataforma",Crystal Dynamics,Eidos Interactive,Não lançado,29 de novembro de 2013,Não lançado,22 de novembro de 2013
